record_id,run_id,run_date,runtime_image,runtime_image_id,source_file,case_set,case_name,category,failure_profile,case_role,status,expected_outcome,all_required_context,planner_request_observed,execution_feedback_observed,failure_observed,replan_observed,terminal_observed,speech_observed,post_terminal_speech_observed,fallback_total,failure_site,observed_failure_stage,classification_confidence,position_basis,failure_step_names,plan_event_trace,reasons
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:16,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,composite_head_all_directions,composite_skill_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,true,false,true,true,false,2,,not_targeted,high,Not a selected failure-position target.,,plan_1783977909802 [plan_accepted step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:report_result step_succeeded:report_result plan_accepted step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:perform_motion step_succeeded:perform_motion step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:17,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,composite_bring_every_object_to_person,composite_fake_skill_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,true,false,true,true,false,0,,not_targeted,high,Not a selected failure-position target.,,plan_1783977949162 [plan_accepted step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object plan_completed plan_accepted step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:18,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,maximal_kitchen_cup_to_operator,maximal_semantic_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,true,false,true,true,false,2,,not_targeted,high,Not a selected failure-position target.,,plan_1783977984828 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:navigate_to step_succeeded:navigate_to step_started:place_object step_succeeded:place_object step_started:report_result plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:navigate_to step_succeeded:navigate_to step_started:place_object step_succeeded:place_object step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:19,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,composite_go_to_person_wave_report,composite_skill_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,true,false,true,true,false,0,,not_targeted,high,Not a selected failure-position target.,,plan_1783978017943 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:look_at step_succeeded:look_at step_started:wave_greet step_succeeded:wave_greet step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:look_at step_succeeded:look_at step_started:wave_greet step_succeeded:wave_greet step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:20,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,composite_walk_every_object_reports_main,composite_skill_execution,none,baseline_control,pass,observe,false,true,true,true,false,true,true,false,0,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,plan_1783978052055 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F14_targeted_hardening:nao_semantic_ordered_v4_20260714:1,F14_targeted_hardening,2026-07-14,iiia:nao,,F14_targeted_hardening/raw/nao_semantic_ordered_v4_20260714.json,main,composite_walk_every_object_reports_main,composite_skill_execution,none,baseline_control,pass,execute_no_clarification,true,true,true,false,false,true,true,false,0,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,plan_1783992349071 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F14_targeted_hardening:nao_semantic_work_table_v5_20260714:1,F14_targeted_hardening,2026-07-14,iiia:nao,,F14_targeted_hardening/raw/nao_semantic_work_table_v5_20260714.json,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,all_success,baseline_control,pass,execute_no_clarification,true,true,true,false,false,true,true,false,0,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,plan_1783993410263 [plan_accepted step_started:inspect_area step_succeeded:inspect_area step_started:find_object step_succeeded:find_object step_started:bring_object step_succeeded:bring_object step_started:find_object step_succeeded:find_object step_started:bring_object step_succeeded:bring_object step_started:find_object step_succeeded:find_object step_started:bring_object step_succeeded:bring_object step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F14_targeted_hardening:nao_v6_targeted_success:1,F14_targeted_hardening,2026-07-14,iiia:nao,,F14_targeted_hardening/raw/nao_v6_targeted_success.json,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,all_success,baseline_control,pass,execute_no_clarification,true,true,true,false,false,true,true,false,2,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,plan_1783994144157 [plan_accepted step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object step_started:report_result step_succeeded:report_result],matched expected trajectory
F14_targeted_hardening:nao_v6_targeted_success:2,F14_targeted_hardening,2026-07-14,iiia:nao,,F14_targeted_hardening/raw/nao_v6_targeted_success.json,fake_deep,fake_deep_iiia_kitchen_delivery,fake_deep_maximal_location_delivery,all_success,baseline_control,pass,execute_no_clarification,true,true,true,false,false,true,true,false,0,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,plan_1783994292100 [plan_accepted step_started:bring_object step_succeeded:bring_object step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F14_targeted_hardening:nao_v6_targeted_success:3,F14_targeted_hardening,2026-07-14,iiia:nao,,F14_targeted_hardening/raw/nao_v6_targeted_success.json,fake_deep,fake_deep_iiia_floor_location_followup,fake_deep_post_effect_query,all_success,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F14_targeted_hardening:nao_v6_targeted_success:4,F14_targeted_hardening,2026-07-14,iiia:nao,,F14_targeted_hardening/raw/nao_v6_targeted_success.json,fake_deep,fake_deep_gold_apple_multiturn,fake_deep_multiturn_pronoun_handoff,all_success,failure_position_target,fail,execute_no_clarification,true,true,false,false,false,false,true,true,0,planner_admission_or_target_selection,beginning,high,"The planner publishes ask_clarification before executable plan steps, despite complete grounded fixture context.",,,asked for clarification despite complete fixture context | expected planner request and execution feedback | missing terminal or speech evidence
F14_targeted_hardening:nao_v6_targeted_success:5,F14_targeted_hardening,2026-07-14,iiia:nao,,F14_targeted_hardening/raw/nao_v6_targeted_success.json,fake_deep,fake_deep_gold_apple_followup,fake_deep_post_effect_query,all_success,baseline_control,pass,observe,false,false,false,false,false,false,true,false,0,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,,matched expected trajectory
